Group_ID,Group_name,Short_name
209,TV & Home Theater Services; Cell Phones & Services; Auto Services; TV & Internet Service Providers; Rx Services & Savings Programs,"Programs, Savings, Service"
210,TV & Home Theater Services; Cell Phones & Services; Auto Services; TV & Internet Service Providers; Rx Services & Savings Programs,"Rx, Savings, Service"
211,"Cell Phones & Services; Networking & Internet; TV Stands & ; Auto Services; Verizon Wireless; TV Shows (DVD); TVs; TV & Home Theater Services; Rx Services & Savings Programs; Smart TVs & Devices; TV & Video; Movies & TV Shows; TV & Internet Service Providers; TV Stands, Mounts & Storage; Networking & Wireless","Internet, Networking, Wireless, Service"
212,Cell Phones & Services; Networking & Internet; Auto Services; Rx Services & Savings Programs; TV & Home Theater Services; TV & Internet Service Providers,"Providers, Internet, Service"
213,TV & Home Theater Services; Cell Phones & Services; Auto Services; TV & Internet Service Providers; Rx Services & Savings Programs,"Rx, Programs, Service"
214,"Cell Phones & Services; TV Stands & ; Auto Services; TV Shows (DVD); TVs; TV & Home Theater Services; Rx Services & Savings Programs; Smart TVs & Devices; TV & Video; Movies & TV Shows; TV & Internet Service Providers; TV Stands, Mounts & Storage","Providers, Service, TVs"
215,Cell Phones & Services; No-Contract Phones; Auto Services; Rx Services & Savings Programs; TV & Home Theater Services; Unlocked Phones; TV & Internet Service Providers,"Cell, NoContract, Unlocked, Phones"
216,Home Theater Systems; Office Electronics; Baby Safety; Kids' Luggage & Bags; Baby Bedding; Kids Electronics; Baby & Kids D�cor; Kids' & Teen Room; Kids; Kids' & Teen Bedding; Electronics; Baby Clothing; Bikes & Riding Toys; Toys & Hobbies; Baby Furniture; Kids Playroom Furniture; Pet Toys; TV & Home Theater Services; Stuffed Animals & Plush Toys; Kids Bedroom Furniture; Bikes and Riding Toys; Baby; Audio & Home Theater; Gifts for Baby; Kids' Furniture; Baby & Kids Furniture; Baby Gifts; Baby Bath & Skin Care; Baby Toys; Baby & Toddler Feeding; Auto Electronics; Vehicles & Remote Control Toys; Activities & Toys; Baby Registry; Marine Electronics; Electronic Toys; Baby Gear; Baby & Kids Bedding; Learning Toys & Musical Instruments; Kids & Family Gaming; Toys; Development & Learning Toys,"Kids, Electronics, Toys, Baby"
217,Bikes & Riding Toys; Development & Learning Toys; Stuffed Animals; Electronic Toys; Toys & Hobbies; Small Animal Supplies; Baby Toys; Stuffed Animals & Plush Toys; Learning Toys & Musical Instruments; Pet Toys; Bikes and Riding Toys; Toys; Vehicles & Remote Control Toys; Activities & Toys,"Plush, Animals, Toys"
218,Bikes & Riding Toys; Development & Learning Toys; Stuffed Animals; Electronic Toys; Toys & Hobbies; Baby Toys; Stuffed Animals & Plush Toys; Learning Toys & Musical Instruments; Pet Toys; Bikes and Riding Toys; Toys; Vehicles & Remote Control Toys; Activities & Toys,"Plush, Stuffed, Toys"
219,Bikes & Riding Toys; Development & Learning Toys; Stuffed Animals; Electronic Toys; Toys & Hobbies; Small Animal Supplies; Baby Toys; Stuffed Animals & Plush Toys; Learning Toys & Musical Instruments; Pet Toys; Bikes and Riding Toys; Toys; Vehicles & Remote Control Toys; Activities & Toys,"Stuffed, Animals, Toys"
220,Bikes & Riding Toys; Development & Learning Toys; Electronic Toys; Toys & Hobbies; Baby Toys; Stuffed Animals & Plush Toys; Learning Toys & Musical Instruments; Pet Toys; Bikes and Riding Toys; Toys; Vehicles & Remote Control Toys; Activities & Toys,"Riding, Bikes, Toys"
221,"Home Theater Systems; Office Electronics; Filing & Storage; Live Sound & Microphones; Kids' Luggage & Bags; Living Room Furniture; Bar & Wine; Kids Electronics; Kids Bedroom Furniture; Kids' & Teen Room; Kitchen Prep & Cleaning; Bathroom & Laundry Storage; Electronics; Game Room Furniture; Kitchen Storage & Organization; Bikes & Riding Toys; Game Room; Small Appliances; Kitchen Fixtures; Toys & Hobbies; Bar Furniture; Small Animal Supplies; Pet Toys; Garage Storage; TV & Home Theater Services; Audio Stands & Storage; Stuffed Animals & Plush Toys; Baby & Kids D�cor; Memory, Storage & Drives; Bikes and Riding Toys; Vacuums, Storage & Laundry; Audio & Home Theater; TV Stands, Mounts & Storage; Kids' Furniture; Storage & Organization; Baby & Kids Furniture; Kids; Kids & Family Gaming; Kitchen Appliances; Recreation Room; Baby Toys; Sound Bars; Jewelry Storage; Sheds and Storage; Kitchen & Dining; Kids' & Teen Bedding; Vehicles & Remote Control Toys; Wine Cellars & Storage; Activities & Toys; Stuffed Animals; Kitchen Tools & Gadgets; Auto Electronics; Kitchen & Dining Furniture; Baby & Kids Bedding; Marine Electronics; Electronic Toys; Kids Playroom Furniture; Learning Toys & Musical Instruments; Appliances; Toys; Living Room; Development & Learning Toys; Outdoor Living","Sound, Wine, Small, Animals, Bars"
222,"Bags; Baby & Kids Furniture; Kids; Kids' & Teen Room; Specialty Bags; Kids' Luggage & Bags; Luggage; Luggage & Bags; Kids Electronics; Luggage, Bags & Travel; Backpacks & Bags; Kids Playroom Furniture; Baby & Kids D�cor; Kids & Family Gaming; Kids' & Teen Bedding; Kids Bedroom Furniture; Baby & Kids Bedding; Kids' Furniture","Bags, Luggage, Kids"
223,Outdoor Lighting; Living Room; Outdoor Power Equipment; Outdoor Party; Live Sound & Microphones; Kids' Luggage & Bags; Living Room Furniture; Baby & Kids Furniture; Kids Electronics; Baby & Kids D�cor; Kids' & Teen Room; Décor; Game Room Furniture; Outdoor Cooking; Game Room; Kids Playroom Furniture; Kids Bedroom Furniture; Bedding & Décor; Sports & Outdoors; Furniture & Décor; Kids; Bouncers & Outdoor Play; Grills & Outdoor Cooking; Recreation Room; Outdoor Heating; Awnings & Outdoor Shading; Outdoors; Kids' & Teen Bedding; Patio & Outdoor Decor; Outdoor Games & Play; Paint & Home Décor; Outdoor D�cor; Outdoor Play; Outdoor Recreation; Outdoors & Recreation; Baby & Kids Bedding; Kids & Family Gaming; Kids' Furniture; Outdoor Living; Sports & Outdoor Recreation,"Live, Dcor, Room, Kids, Outdoor"
224,Baby Safety; Kids' Luggage & Bags; Baby Bedding; Kids Electronics; Baby & Kids D�cor; Kids' & Teen Room; Kids; Décor; Baby Clothing; Baby Furniture; Kids Playroom Furniture; Baby; Bedding & Décor; Gifts for Baby; Kids' Furniture; Baby & Kids Furniture; Baby Gifts; Baby Bath & Skin Care; Baby Toys; Baby & Toddler Feeding; Furniture & Décor; Kids' & Teen Bedding; Kids Bedroom Furniture; Paint & Home Décor; Baby Registry; Outdoor D�cor; Baby Gear; Baby & Kids Bedding; Kids & Family Gaming,"Dcor, Kids, Baby"
225,Bed Pillows; Kids' Luggage & Bags; Bedding; Baby Bedding; Kids Electronics; Baby & Kids D�cor; Kids' & Teen Room; Décor; Fashion Bedding; Kids Playroom Furniture; Bedding Accessories; Bedding & Décor; Kids' Furniture; Furniture & Décor; Kids; Bedding & Bath; Kids' & Teen Bedding; Kids Bedroom Furniture; Paint & Home Décor; Outdoor D�cor; Baby & Kids Bedding; Down Bedding; Kids & Family Gaming; Pet Beds; Baby & Kids Furniture,"Dcor, Kids, Bedding"
226,"Bath & Skin Care; Living Room; Personal Care; Live Sound & Microphones; Home & Garden; Kids' Luggage & Bags; Living Room Furniture; Bar & Wine; Baby & Kids Furniture; Kids Electronics; Baby & Kids D�cor; Kids' & Teen Room; Décor; Game Room Furniture; Storage & Organization; Sheds and Storage; Oral Care; Home Improvement; Game Room; Filing & Storage; Bar Furniture; Memory, Storage & Drives; Bathroom & Laundry Storage; Garage Storage; Home Office Furniture; Audio Stands & Storage; Kids Playroom Furniture; Personal Care & Beauty; Home Energy Technology; Bedding & Décor; Home Health Care; TV Stands, Mounts & Storage; Kids' Furniture; Kitchen Storage & Organization; Furniture & Décor; Kids; Vacuum Cleaners & Floor Care; Skin Care; Baby Bath & Skin Care; Paint & Home Décor; Jewelry Storage; Home Security & Monitoring; Kids' & Teen Bedding; Kids Bedroom Furniture; Wine Cellars & Storage; Home Entertainment; Home Audio & Theater; Recreation Room; Outdoor D�cor; Home Accents; Home Audio; Home Office Equipment; Home Decor; Car Care & Maintenance; Gardening & Lawn Care; Home Health & Mobility; Hair Care; Baby & Kids Bedding; Vacuums, Storage & Laundry; Kids & Family Gaming; Home; Sound Bars; Outdoor Living","Sound, Wine, Vacuum, Bars, Live, Dcor"
227,Home Entertainment; Home Audio & Theater; Home Improvement; Outdoor D�cor; Home & Garden; Home Accents; Home Audio; Home Office Equipment; Home Decor; Home Energy Technology; Baby & Kids D�cor; Home Office Furniture; Furniture & Décor; Décor; Home Security & Monitoring; Home; Bedding & Décor; Home Health Care; Paint & Home Décor; Home Health & Mobility,"Paint, Dcor, Home"
228,Baby & Kids Furniture; Kids; Fashion Bedding; Bedding & Bath; Kids' Luggage & Bags; Bedding; Baby Bedding; Kids Electronics; Kids Bedroom Furniture; Kids' & Teen Room; Bed Pillows; Baby & Kids Bedding; Bedding Accessories; Down Bedding; Kids & Family Gaming; Pet Beds; Kids Playroom Furniture; Kids' & Teen Bedding; Bedding & Décor; Baby & Kids D�cor; Kids' Furniture,"Teen, Kids, Bedding"
229,Baby Safety; Bed Pillows; Kids' Luggage & Bags; Bedding; Baby Bedding; Kids Electronics; Baby & Kids D�cor; Kids' & Teen Room; Kids; Baby Clothing; Fashion Bedding; Baby Furniture; Kids Playroom Furniture; Bedding Accessories; Baby; Bedding & Décor; Gifts for Baby; Kids' Furniture; Baby & Kids Furniture; Baby Gifts; Bedding & Bath; Baby Bath & Skin Care; Baby Toys; Baby & Toddler Feeding; Kids' & Teen Bedding; Kids Bedroom Furniture; Baby Registry; Baby Gear; Baby & Kids Bedding; Down Bedding; Kids & Family Gaming; Pet Beds,"Kids, Bedding, Baby"
230,"Diapering & Potty; Living Room; Hair Care; Diapering & Bath; Bed Pillows; Kids' Luggage & Bags; Bedding; Bath & Skin Care; Bar & Wine; Baby Bedding; Kids Electronics; Kids Bedroom Furniture; Kids' & Teen Room; Living Room Furniture; Personal Care; Game Room Furniture; Bath Towels & Washcloths; Storage & Organization; Oral Care; Live Sound & Microphones; Fashion Bedding; Gardening & Lawn Care; Filing & Storage; Bar Furniture; Memory, Storage & Drives; Bathroom & Laundry Storage; Garage Storage; Sheds and Storage; Bath & Body ; Audio Stands & Storage; Kids Playroom Furniture; Bedding Accessories; Personal Care & Beauty; Bedding & Décor; Home Health Care; TV Stands, Mounts & Storage; Kids' Furniture; Kitchen Storage & Organization; Baby & Kids Furniture; Kids; Vacuum Cleaners & Floor Care; Skin Care; Bedding & Bath; Baby Bath & Skin Care; Recreation Room; Jewelry Storage; Kids' & Teen Bedding; Baby & Kids D�cor; Wine Cellars & Storage; Diapering; Game Room; Bath Rugs & Mats; Car Care & Maintenance; Bath & Towels; Bath; Baby & Kids Bedding; Vacuums, Storage & Laundry; Down Bedding; Kids & Family Gaming; Pet Beds; Sound Bars; Outdoor Living","Body, Sound, Wine, Vacuum, Bars"
231,Blankets & Throws; Throw Pillows & Blankets; Blankets; Pillows & Protectors; Bed Pillows,"Protectors, Throws, Pillows, Blankets"
232,Outdoor Lighting; Living Room; Outdoor Power Equipment; Outdoor Party; Live Sound & Microphones; Living Room Furniture; Kids' & Teen Room; Game Room Furniture; Outdoor Cooking; Recreation Room; Outdoor D�cor; Sports & Outdoors; Bouncers & Outdoor Play; Grills & Outdoor Cooking; Outdoor Heating; Awnings & Outdoor Shading; Outdoors; Patio & Outdoor Decor; Outdoor Games & Play; Game Room; Outdoor Play; Outdoor Recreation; Outdoors & Recreation; Outdoor Living; Sports & Outdoor Recreation,"Recreation, Live, Room, Outdoor"
233,"Living Room; Hair Care; Live Sound & Microphones; Games, Puzzles & Cards; Living Room Furniture; Bar & Wine; Kids' & Teen Room; Game Downloads; Games & Puzzles; Personal Care; Game Room Furniture; Storage & Organization; Oral Care; Game Room; Filing & Storage; Video Games; Bar Furniture; Memory, Storage & Drives; Bathroom & Laundry Storage; Garage Storage; Sheds and Storage; Audio Stands & Storage; Personal Care & Beauty; Video Game Trade-In; Home Health Care; TV Stands, Mounts & Storage; Kitchen Storage & Organization; Software & PC Games; Bath & Skin Care; Vacuum Cleaners & Floor Care; PC Gaming; Outdoor Living; Baby Bath & Skin Care; Recreation Room; Classic Video Game Systems; Jewelry Storage; Lawn and Garden; Wine Cellars & Storage; Outdoor Games & Play; Lawn Games; Board & Family Games; Car Care & Maintenance; Gardening & Lawn Care; Video Games & Systems; Vacuums, Storage & Laundry; Kids & Family Gaming; Sound Bars; Skin Care; PC & Video Games; Lawn & Garden","Sound, Wine, Vacuum, Bars, Live, Lawn"
234,"Outdoor Lighting; Board & Family Games; Outdoor Power Equipment; Outdoor Party; Live Sound & Microphones; Lawn Games; Living Room Furniture; Kids' & Teen Room; Game Downloads; Games & Puzzles; Game Room Furniture; Outdoor Cooking; Game Room; Video Games; Video Game Trade-In; Sports & Outdoors; Software & PC Games; Bouncers & Outdoor Play; PC Gaming; Grills & Outdoor Cooking; Recreation Room; Classic Video Game Systems; Awnings & Outdoor Shading; Outdoors; Patio & Outdoor Decor; Outdoor Games & Play; Living Room; Outdoor D�cor; Outdoor Play; Outdoor Heating; Games, Puzzles & Cards; Outdoor Recreation; PC & Video Games; Video Games & Systems; Outdoors & Recreation; Kids & Family Gaming; Outdoor Living; Sports & Outdoor Recreation","Live, Room, Games, Outdoor"
235,"Hair Care; Car Seats & Strollers; Car Installation Parts; Bath & Skin Care; Personal Care; Car Video & Back-Up Cameras; Storage & Organization; Filing & Storage; Memory, Storage & Drives; Bathroom & Laundry Storage; Car Security & Remote Start; Sheds and Storage; Audio Stands & Storage; Audio & Video; Personal Care & Beauty; Audio & Home Theater; Home Health Care; TV Stands, Mounts & Storage; Kitchen Storage & Organization; Vacuum Cleaners & Floor Care; Skin Care; Baby Bath & Skin Care; Jewelry Storage; Car Audio; Garage Storage; Wine Cellars & Storage; Home Audio & Theater; Home Audio; Smartphone & iPod Car Connectors; Car Care & Maintenance; Gardening & Lawn Care; Vacuums, Storage & Laundry; Car Seats; Oral Care","Vacuum, Audio, Car, Storage, Care"
236,"Storage & Organization; Kitchen Storage & Organization; Home Audio & Theater; TV Stands & ; Home Audio; Filing & Storage; Jewelry Storage; Memory, Storage & Drives; Bathroom & Laundry Storage; Sheds and Storage; Audio Stands & Storage; Audio & Video; Car Audio; Vacuums, Storage & Laundry; Audio & Home Theater; Garage Storage; Wine Cellars & Storage; TV Stands, Mounts & Storage","Stands, Audio, Storage"
237,"Hair Care; Home & Garden; Car Care & Maintenance; Bath & Skin Care; Personal Care; Storage & Organization; Sheds and Storage; Home Improvement; Filing & Storage; Memory, Storage & Drives; Bathroom & Laundry Storage; Home Office Furniture; Audio Stands & Storage; Audio & Video; Personal Care & Beauty; Home Energy Technology; Audio & Home Theater; Home Health Care; TV Stands, Mounts & Storage; Kitchen Storage & Organization; Vacuum Cleaners & Floor Care; Skin Care; Baby Bath & Skin Care; Paint & Home Décor; Jewelry Storage; Car Audio; Home Security & Monitoring; Garage Storage; Wine Cellars & Storage; Home Entertainment; Home Audio & Theater; Home Accents; Home Audio; Home Office Equipment; Home Decor; Gardening & Lawn Care; Home Health & Mobility; Vacuums, Storage & Laundry; Home; Oral Care","Vacuum, Audio, Storage, Care, Home"
238,Home Entertainment; Home Audio & Theater; Home Improvement; Home & Garden; Home Accents; Home Audio; Home Office Equipment; Home Decor; Home Energy Technology; Home Office Furniture; Audio Stands & Storage; Audio & Video; Car Audio; Home Security & Monitoring; Home; Audio & Home Theater; Home Health Care; Paint & Home Décor; Home Health & Mobility,"Theater, Audio, Home"
239,"Storage & Organization; Sheds and Storage; Jewelry Storage; Kitchen Storage & Organization; TV Stands & ; Filing & Storage; TV Shows (DVD); TVs; Memory, Storage & Drives; TV & Home Theater Services; Audio Stands & Storage; Vacuums, Storage & Laundry; Bathroom & Laundry Storage; Smart TVs & Devices; TV & Video; Movies & TV Shows; TV & Internet Service Providers; Wine Cellars & Storage; TV Stands, Mounts & Storage; Garage Storage","Stands, TVs, Storage"
240,"Storage & Organization; Kitchen Storage & Organization; TV Stands & ; Filing & Storage; Memory, Storage & Drives; Bathroom & Laundry Storage; Sheds and Storage; Audio Stands & Storage; Vacuums, Storage & Laundry; Jewelry Storage; Garage Storage; Wine Cellars & Storage; TV Stands, Mounts & Storage","Mounts, Stands, Storage"
241,"Jewelry; Diamond Jewelry; Religious Jewelry; Bath & Skin Care; Jewelry & Watch Boxes; Pet Jewelry; Gardening & Lawn Care; Storage & Organization; World Jewelry; Jewelry and Accessories; Jewelry Boxes & Accessories; Memory, Storage & Drives; Bathroom & Laundry Storage; Garage Storage; Sheds and Storage; Audio Stands & Storage; Gold Jewelry; Personal Care & Beauty; Personal Care; Personalized Jewelry; Home Health Care; TV Stands, Mounts & Storage; Personalized Gifts; Kitchen Storage & Organization; Vacuum Cleaners & Floor Care; Gemstone Jewelry; Skin Care; Baby Bath & Skin Care; Initial Jewelry; Jewelry Storage; Jewelry & Watches; Oral Care; Pearl Jewelry; Wine Cellars & Storage; Fine Jewelry and Watches; Silver Jewelry; Car Care & Maintenance; Designer Fashion Jewelry; Hair Care; Vacuums, Storage & Laundry; Filing & Storage","Vacuum, Personal, Storage, Care, Jewelry"
242,Diamond Jewelry; Luxury Diamond Boutique,"Boutique, Luxury, Diamond"
243,"Storage & Organization; Kitchen Storage & Organization; Kitchen Tools & Gadgets; Kitchen & Dining Furniture; Kitchen Appliances; Filing & Storage; Kitchen Fixtures; Memory, Storage & Drives; Bathroom & Laundry Storage; Sheds and Storage; Audio Stands & Storage; Kitchen Prep & Cleaning; Vacuums, Storage & Laundry; Kitchen & Dining; Jewelry Storage; Garage Storage; Wine Cellars & Storage; TV Stands, Mounts & Storage","Organization, Kitchen, Storage"
244,"Kitchen Prep & Cleaning; Kitchen Storage & Organization; Filing & Storage; Plumbing & Fixtures; Memory, Storage & Drives; Bathroom & Laundry Storage; Sheds and Storage; Audio Stands & Storage; Bathroom Fixtures; TV Stands, Mounts & Storage; Storage & Organization; Kitchen Appliances; Jewelry Storage; Kitchen & Dining; Plumbing; Bathroom Furniture; Garage Storage; Wine Cellars & Storage; Kitchen Tools & Gadgets; Kitchen & Dining Furniture; Vacuums, Storage & Laundry; Kitchen Fixtures","Plumbing, Bathroom, Fixtures, Kitchen"
245,"Storage & Organization; Kitchen Storage & Organization; Memory Foam; Hard Drives; Filing & Storage; Memory, Storage & Drives; Bathroom & Laundry Storage; Pet Memorials; Sheds and Storage; Audio Stands & Storage; Memory Cards; USB Flash Drives; Vacuums, Storage & Laundry; Jewelry Storage; Computer Memory; Wine Cellars & Storage; TV Stands, Mounts & Storage; Garage Storage","Hard, Drives, Memory, Storage"
246,"Memory, Storage & Drives; Hard Drives; USB Flash Drives","Flash, USB, Drives"
247,"Storage & Organization; Kitchen Storage & Organization; Jewelry Storage; Filing & Storage; Memory, Storage & Drives; Bathroom & Laundry Storage; Sheds and Storage; Audio Stands & Storage; Vacuums, Storage & Laundry; Bathroom Fixtures; Bathroom Furniture; Garage Storage; Wine Cellars & Storage; TV Stands, Mounts & Storage","Laundry, Bathroom, Storage"
248,"Storage & Organization; Sheds and Storage; Jewelry Storage; Kitchen Storage & Organization; TV Stands & ; Filing & Storage; TV Shows (DVD); TVs; Memory, Storage & Drives; TV & Home Theater Services; Audio Stands & Storage; Vacuums, Storage & Laundry; Bathroom & Laundry Storage; Smart TVs & Devices; TV & Video; Movies & TV Shows; TV & Internet Service Providers; Wine Cellars & Storage; TV Stands, Mounts & Storage; Garage Storage","Mounts, TVs, Storage"
249,"TV Stands & ; TV Shows (DVD); TVs; TV & Home Theater Services; Smart TVs & Devices; TV & Video; Movies & TV Shows; TV & Internet Service Providers; TV Stands, Mounts & Storage","Devices, Smart, TVs"
250,Bath & Skin Care; Vacuum Cleaners & Floor Care; Beauty; Skin Care; Baby Bath & Skin Care; Health & Beauty; Car Care & Maintenance; Gardening & Lawn Care; Hair Care; Beauty Products; Personal Care & Beauty; Personal Care; Personalized Jewelry; Home Health Care; Oral Care; Personalized Gifts,"Personal, Beauty, Care"
251,Bath & Skin Care; Pet Health Supplies; Beauty; Health Insurance &; Skin Care; Health & Child Safety; Baby Bath & Skin Care; Health & Beauty; Car Care & Maintenance; Gardening & Lawn Care; Home Health & Mobility; Health & Fitness Technology; Hair Care; Beauty Products; Personal Care & Beauty; Personal Care; Health & Safety; Home Health Care; Oral Care; Vacuum Cleaners & Floor Care,"Beauty, Health, Care"
252,Hair Care; Health Insurance &; Home & Garden; Car Care & Maintenance; Bath & Skin Care; Personal Care; Health & Safety; Home Improvement; Oral Care; Home Office Furniture; Personal Care & Beauty; Home Energy Technology; Home Health Care; Vacuum Cleaners & Floor Care; Skin Care; Health & Child Safety; Baby Bath & Skin Care; Health & Beauty; Paint & Home Décor; Home Security & Monitoring; Home Entertainment; Home Audio & Theater; Pet Health Supplies; Home Accents; Home Audio; Home Office Equipment; Home Decor; Gardening & Lawn Care; Home Health & Mobility; Health & Fitness Technology; Home,"Health, Care, Home"
253,Pet Health Supplies; Baby Safety; Health Insurance &; Health & Child Safety; Health & Beauty; Home Health & Mobility; Health & Fitness Technology; Fire Safety; Health & Safety; Home Health Care,"Child, Fire, Safety, Health"
254,Mobile Broadband; Health Insurance &; Home & Garden; Health & Safety; Mobility & Transportation; Home Improvement; Home Office Furniture; Home Energy Technology; Home Health Care; Health & Child Safety; Health & Beauty; Paint & Home Décor; Home Security & Monitoring; Home Entertainment; Home Audio & Theater; Pet Health Supplies; Home Accents; Home Audio; Home Office Equipment; Home Decor; Home Health & Mobility; Health & Fitness Technology; Home,"Transportation, Broadband, Mobile"
255,Baby Safety; Health Insurance &; Car Care & Maintenance; Bath & Skin Care; Baby Bedding; Baby & Kids D�cor; Personal Care; Health & Safety; Baby Clothing; Oral Care; Baby Furniture; Personal Care & Beauty; Baby; Home Health Care; Gifts for Baby; Baby & Kids Furniture; Baby Gifts; Vacuum Cleaners & Floor Care; Skin Care; Health & Child Safety; Baby Bath & Skin Care; Health & Beauty; Baby Toys; Baby & Toddler Feeding; Pet Health Supplies; Baby Registry; Baby Gear; Gardening & Lawn Care; Home Health & Mobility; Health & Fitness Technology; Hair Care; Baby & Kids Bedding; Fire Safety,"Safety, Health, Care, Baby"
256,Bath & Skin Care; Vacuum Cleaners & Floor Care; Breakroom Supplies; Car Seats & Strollers; Personal Care & Beauty; Breakroom & Maintenance; Car Installation Parts; Smartphone & iPod Car Connectors; Car Care & Maintenance; Car Security & Remote Start; Hair Care; Car Audio; Personal Care; Car Video & Back-Up Cameras; Oral Care; Gardening & Lawn Care; Home Health Care; Baby Bath & Skin Care; Skin Care; Car Seats,"Maintenance, Breakroom, Car, Care"
257,Baby Safety; Diapering & Bath; Car Care & Maintenance; Bath & Skin Care; Baby Bedding; Baby & Kids D�cor; Personal Care; Bath; Baby Clothing; Gardening & Lawn Care; Oral Care; Baby Furniture; Bath & Body ; Personal Care & Beauty; Baby; Home Health Care; Gifts for Baby; Baby & Kids Furniture; Baby Gifts; Vacuum Cleaners & Floor Care; Skin Care; Bedding & Bath; Baby Bath & Skin Care; Baby Toys; Baby & Toddler Feeding; Baby Registry; Bath Rugs & Mats; Baby Gear; Bath & Towels; Bath Towels & Washcloths; Hair Care; Baby & Kids Bedding,"Bath, Care, Baby"
258,Bath Rugs & Mats; Gardening & Lawn Care; Vacuum Cleaners & Floor Care; Diapering & Bath; Skin Care; Bedding & Bath; Baby Bath & Skin Care; Bath & Skin Care; Car Care & Maintenance; Bath & Towels; Bath; Bath & Body ; Hair Care; Personal Care & Beauty; Personal Care; Bath Towels & Washcloths; Home Health Care; Oral Care,"Skin, Bath, Care"
259,Bath Towels & Washcloths; Bath Rugs & Mats; Diapering & Bath; Bedding & Bath; Baby Bath & Skin Care; Bath & Skin Care; Bath & Towels; Area Rugs; Bath & Body ; Bath; Rugs,"Mats, Area, Rugs, Bath"
260,Bath Rugs & Mats; Diapering & Bath; Bedding & Bath; Baby Bath & Skin Care; Bath & Skin Care; Bath & Towels; Bath Towels & Washcloths; Bath & Body ; Bath,"Washcloths, Towels, Bath"
261,Baby Safety; Car Care & Maintenance; Bath & Skin Care; Baby Bedding; Baby & Kids D�cor; Hair Care; Baby Clothing; Oral Care; Baby Furniture; Personal Care & Beauty; Personal Care; Baby; Home Health Care; Gifts for Baby; Baby & Kids Furniture; Baby Gifts; Vacuum Cleaners & Floor Care; Skin Care; Baby Bath & Skin Care; Baby Toys; Baby & Toddler Feeding; Baby Registry; Baby Gear; Gardening & Lawn Care; Baby & Kids Bedding,"Skin, Care, Baby"
262,Strollers; Car Seats & Strollers; Car Installation Parts; Smartphone & iPod Car Connectors; Car Care & Maintenance; Car Security & Remote Start; Car Audio; Car Video & Back-Up Cameras; High Chairs & Booster Seats; Car Seats,"Strollers, Seats, Car"
263,Car Seats & Strollers; Car Installation Parts; Smartphone & iPod Car Connectors; Car Care & Maintenance; Car Security & Remote Start; Car Audio; Car Video & Back-Up Cameras; Car Seats,"Installation, Parts, Car"
264,Car Seats; High Chairs & Booster Seats; Car Seats & Strollers,"High, Booster, Seats"
265,Car Seats; High Chairs & Booster Seats; Car Seats & Strollers,"Chairs, Booster, Seats"
266,Car Seats; High Chairs & Booster Seats; Car Seats & Strollers,"High, Chairs, Seats"
267,Baby & Kids Furniture; Feeding; Baby Registry; Baby Safety; Baby & Kids Bedding; Baby Gear; Baby Bath & Skin Care; Baby Furniture; Baby Bedding; Baby Toys; Gifts for Baby; Baby & Toddler Feeding; Baby Gifts; Baby & Kids D�cor; Baby; Toddler; Baby Clothing,"Toddler, Feeding, Baby"
268,Personal Care; Flooring; Skin Care; Baby Bath & Skin Care; Bath & Skin Care; Car Care & Maintenance; Gardening & Lawn Care; Personal Care & Beauty; Hair Care; Home Health Care; Oral Care; Vacuum Cleaners & Floor Care,"Cleaners, Floor, Care"
269,"Heating & Cooling; Cooling & Heating; Heating, Cooling, & Air Quality; Heating, Cooling & Air Quality; Outdoor Heating","Quality, Cooling, Heating"
270,"Heating & Cooling; Cooling & Heating; Heating, Cooling, & Air Quality; Heating, Cooling & Air Quality; Outdoor Heating","Air, Cooling, Heating"
271,"Heating & Cooling; Cooling & Heating; Heating, Cooling, & Air Quality; Heating, Cooling & Air Quality; Outdoor Heating","Air, Quality, Heating"
272,Outdoor Lighting; Patio & Outdoor Decor; Bouncers & Outdoor Play; Outdoor Party; Outdoor Play; Outdoor Games & Play; Grills & Outdoor Cooking; Outdoor Recreation; Outdoor D�cor; Outdoor Heating; Outdoors & Recreation; Awnings & Outdoor Shading; Outdoors; Outdoor Power Equipment; Sports & Outdoors; Outdoor Living; Sports & Outdoor Recreation; Outdoor Cooking,"Grills, Cooking, Outdoor"
273,Screenhouses and Privacy Panels,"Panels, Privacy, Screenhouses"
274,Pop Culture Merchandise,"Pop, Culture, Merchandise"
275,Freezers & Ice Makers; Coffee Makers & Espresso,"Coffee, Espresso, Makers"
276,Freezers & Ice Makers; Coffee Makers & Espresso,"Ice, Freezers, Makers"
277,Nintendo DS; Wii U; Nintendo 3DS; Wii; Nintendo Wii U; Nintendo Wii,"U, 3DS, DS, Wii, Nintendo"
278,"Irons, Steamers & Presses","Presses, Irons, Steamers"
279,"Paper, Forms & Envelopes","Envelopes, Forms, Paper"
280,"Snacks, Cookies & Chips","Cookies, Chips, Snacks"
281,"Meal Solutions, Grains  & Pasta","Pasta, Meal, Solutions"
282,"Meal Solutions, Grains  & Pasta","Grains, Meal, Solutions"
283,"Meal Solutions, Grains  & Pasta","Pasta, Grains, Solutions"
284,Mattresses; Mattress Pads & Toppers,"Toppers, Pads, Mattress"
285,"Collars, Harnesses & Leashes","Leashes, Collars, Harnesses"
286,Canned Goods & Soups,"Soups, Canned, Goods"
287,"Oil, Fluids & Lubricants","Oil, Lubricants, Fluids"
